,Target.name
NAE1,NAE1
ERVK3-1,ERVK3-1
ADGRL2,ADGRL2
ZFYVE26,ZFYVE26
SMPD1,SMPD1
CHI3L2,CHI3L2
ERAP1,ERAP1
CLIC2,CLIC2
KCNJ10,KCNJ10
VSIG10,VSIG10
CYP2A6,CYP2A6
MYCLP1,MYCLP1
CARD8,CARD8
SORD,SORD
HNF1B,HNF1B
CACNB4,CACNB4
SLC25A28,SLC25A28
SAR1A,SAR1A
GATA2-AS1,GATA2-AS1
UCHL1,UCHL1
P3H1,P3H1
DGKG,DGKG
KRT19,KRT19
KANK3,KANK3
B4GALT4,B4GALT4
ATF5,ATF5
CHAT,CHAT
CNKSR2,CNKSR2
ZNF536,ZNF536
MARK1,MARK1
TAL1,TAL1
TRMT10C,TRMT10C
IL18,IL18
SOX10,SOX10
ACSM5,ACSM5
E4F1,E4F1
EIF2AK4,EIF2AK4
F11,F11
BATF2,BATF2
DUOX1,DUOX1
SLC25A20,SLC25A20
MEFV,MEFV
ZBTB45,ZBTB45
FPR1,FPR1
MAP3K14,MAP3K14
FOXA2,FOXA2
DUSP16,DUSP16
PKIB,PKIB
RSL1D1,RSL1D1
ZNF764,ZNF764
CCNF,CCNF
MT-CO3,MT-CO3
PHTF2,PHTF2
IL36RN,IL36RN
UQCR11,UQCR11
TNFSF13B,TNFSF13B
PITPNA-AS1,PITPNA-AS1
MCM3AP-AS1,MCM3AP-AS1
RAP1GDS1,RAP1GDS1
SET,SET
ELFN1-AS1,ELFN1-AS1
NEUROD2,NEUROD2
SERPINE2,SERPINE2
ARHGAP9,ARHGAP9
HDGFL3,HDGFL3
CPED1,CPED1
CCNB2,CCNB2
NECAB3,NECAB3
GATA3-AS1,GATA3-AS1
VMP1,VMP1
PRM2,PRM2
GPX5,GPX5
LRRC37A2,LRRC37A2
CR2,CR2
VSIG1,VSIG1
PLA2G7,PLA2G7
SEC14L2,SEC14L2
EIF1AX,EIF1AX
AFF4,AFF4
DLG3,DLG3
LTA4H,LTA4H
C17orf67,C17orf67
C9,C9
SIRPG,SIRPG
GTF2F2,GTF2F2
MBNL1,MBNL1
NAP1L3,NAP1L3
CCND3,CCND3
FGGY,FGGY
MMP10,MMP10
GPRC6A,GPRC6A
GAPDHS,GAPDHS
ADAM19,ADAM19
VSTM1,VSTM1
CAMP,CAMP
TRAF7,TRAF7
KCNJ1,KCNJ1
RPTN,RPTN
SNRNP70,SNRNP70
BNIP3L,BNIP3L
NCOA3,NCOA3
SLC36A1,SLC36A1
DNM1L,DNM1L
LYRM7,LYRM7
H2BC21,H2BC21
LGALS2,LGALS2
NDUFB9,NDUFB9
RAD9A,RAD9A
NKIRAS2,NKIRAS2
PSMB8,PSMB8
LMBR1,LMBR1
LSM7,LSM7
MGP,MGP
SLC39A14,SLC39A14
LTBP3,LTBP3
ERRFI1,ERRFI1
UBR5-AS1,UBR5-AS1
ME2,ME2
CHRFAM7A,CHRFAM7A
IL17RC,IL17RC
TIMM9,TIMM9
MAMLD1,MAMLD1
APOC1,APOC1
PTGDR,PTGDR
DLX1,DLX1
MAD2L1BP,MAD2L1BP
AGXT,AGXT
FGB,FGB
FOXF2,FOXF2
ZBTB37,ZBTB37
JOSD1,JOSD1
CALM1,CALM1
WDFY4,WDFY4
S100A13,S100A13
RBM14,RBM14
PTHLH,PTHLH
GLA,GLA
CCP110,CCP110
ZNF256,ZNF256
HIVEP1,HIVEP1
DAPK1,DAPK1
SGPP2,SGPP2
FEZ1,FEZ1
MSH5,MSH5
GCG,GCG
PTPN14,PTPN14
NR3C1,NR3C1
MB,MB
DDB2,DDB2
DMRTA1,DMRTA1
ZNF543,ZNF543
STK35,STK35
MARCKS,MARCKS
HRAS,HRAS
PI16,PI16
SLC39A11,SLC39A11
IGF2BP1,IGF2BP1
C1QB,C1QB
GYPE,GYPE
ORM2,ORM2
TIMM22,TIMM22
FBXL4,FBXL4
ARHGAP27,ARHGAP27
SLC26A10,SLC26A10
ZNF611,ZNF611
EPHB6,EPHB6
SPN,SPN
ZNF546,ZNF546
SPATA48,SPATA48
PDE11A,PDE11A
PRPS2,PRPS2
ARHGEF7,ARHGEF7
BTN3A2,BTN3A2
KIR2DL1,KIR2DL1
LHX9,LHX9
HSPBAP1,HSPBAP1
LONRF3,LONRF3
FOXR1,FOXR1
HECTD4,HECTD4
OGT,OGT
PDE9A,PDE9A
DENND1B,DENND1B
PMEPA1,PMEPA1
KDM5C,KDM5C
ATP6V0B,ATP6V0B
MST1,MST1
ROS1,ROS1
TTR,TTR
NDRG2,NDRG2
IL9,IL9
ETNK2,ETNK2
CYBA,CYBA
SLC29A4,SLC29A4
CYP24A1,CYP24A1
CKM,CKM
USP6NL,USP6NL
CYP11B2,CYP11B2
MFAP4,MFAP4
MAN2B1,MAN2B1
CDH5,CDH5
CTSB,CTSB
CHIA,CHIA
DOCK3,DOCK3
TRAP1,TRAP1
HPGDS,HPGDS
DUSP18,DUSP18
DTX2,DTX2
CEP57,CEP57
RGMB-AS1,RGMB-AS1
GSS,GSS
SLC3A2,SLC3A2
GLYATL2,GLYATL2
ADRA1D,ADRA1D
LRRC40,LRRC40
KAT8,KAT8
CHRNA4,CHRNA4
SOX2,SOX2
DMRTC2,DMRTC2
ZNF131,ZNF131
SLC37A2,SLC37A2
EVL,EVL
BCL2A1,BCL2A1
TNIK,TNIK
CLEC1B,CLEC1B
HOTAIRM1,HOTAIRM1
MEST,MEST
HPS4,HPS4
ZNF257,ZNF257
TBCK,TBCK
KLHL10,KLHL10
C1QTNF6,C1QTNF6
INSR,INSR
CA13,CA13
ASMT,ASMT
IRF8,IRF8
RNF123,RNF123
AP1S2,AP1S2
ATXN1,ATXN1
GGPS1,GGPS1
ADGRG3,ADGRG3
ADH1A,ADH1A
PLD1,PLD1
NALCN,NALCN
MMP14,MMP14
SLC7A2,SLC7A2
OR10S1,OR10S1
TACR2,TACR2
DLX3,DLX3
WIPF1,WIPF1
H1-2,H1-2
ADGRE5,ADGRE5
IL22,IL22
TNC,TNC
HAGH,HAGH
G6PC3,G6PC3
MTOR,MTOR
NAA25,NAA25
VAV3,VAV3
INS,INS
DYNLL2,DYNLL2
ART3,ART3
PA2G4,PA2G4
CDCA8,CDCA8
DNTTIP2,DNTTIP2
SLC50A1,SLC50A1
OSCAR,OSCAR
CEACAM7,CEACAM7
ROR1,ROR1
BCL10,BCL10
IFRD2,IFRD2
HTR2A,HTR2A
TAF1L,TAF1L
PABPN1,PABPN1
PSG6,PSG6
PTGER1,PTGER1
SPINT1-AS1,SPINT1-AS1
HOOK2,HOOK2
DEF8,DEF8
SMC3,SMC3
PREB,PREB
PPP2CB,PPP2CB
COPZ1,COPZ1
PYGB,PYGB
ADGRF3,ADGRF3
UQCRC1,UQCRC1
JAKMIP1,JAKMIP1
YAP1,YAP1
MAOB,MAOB
ARPP19,ARPP19
LAMP3,LAMP3
F8,F8
NME9,NME9
IQANK1,IQANK1
GRM7,GRM7
CRYAA,CRYAA
KCTD17,KCTD17
EYS,EYS
C2CD2L,C2CD2L
NARS1,NARS1
NFRKB,NFRKB
SYK,SYK
BLOC1S1,BLOC1S1
CBLIF,CBLIF
MRGPRX1,MRGPRX1
ZNF576,ZNF576
EPN2,EPN2
DNPEP,DNPEP
NINJ1,NINJ1
GTSF1,GTSF1
GBP4,GBP4
VPS13C,VPS13C
PRMT9,PRMT9
CACNA2D3,CACNA2D3
TRIM41,TRIM41
OPN4,OPN4
TLE3,TLE3
WDR72,WDR72
PPP2R5E,PPP2R5E
EIF4A2,EIF4A2
HSPG2,HSPG2
JUN,JUN
S100A1,S100A1
AHDC1,AHDC1
SLPI,SLPI
GLOD4,GLOD4
FTSJ1,FTSJ1
PRKRA,PRKRA
TERF2IP,TERF2IP
LEP,LEP
APOA5,APOA5
VIPR1,VIPR1
NDUFS1,NDUFS1
EPDR1,EPDR1
CSNK2A1,CSNK2A1
HLA-DPB1,HLA-DPB1
MTMR3,MTMR3
DGKZ,DGKZ
PAOX,PAOX
PLA2G2D,PLA2G2D
UBE2V1,UBE2V1
CKMT2,CKMT2
KMO,KMO
NBR1,NBR1
PDS5B,PDS5B
LSM5,LSM5
MAP3K1,MAP3K1
IMPA2,IMPA2
LILRA2,LILRA2
PPP2CA,PPP2CA
GRHL1,GRHL1
HMCN2,HMCN2
CA4,CA4
FZD8,FZD8
PKIG,PKIG
MAP4K4,MAP4K4
DCAF8,DCAF8
PSG8,PSG8
CMPK2,CMPK2
AOX1,AOX1
CLTC,CLTC
ZER1,ZER1
POGLUT2,POGLUT2
PSMB1,PSMB1
CEP55,CEP55
FUS,FUS
PLAGL1,PLAGL1
INF2,INF2
UBE2Z,UBE2Z
GNLY,GNLY
PRDX4,PRDX4
FCRL6,FCRL6
ARHGDIB,ARHGDIB
RNASE6,RNASE6
OAS3,OAS3
CASP14,CASP14
WWP1,WWP1
ATP5PB,ATP5PB
SPATC1,SPATC1
FNDC4,FNDC4
BLCAP,BLCAP
UGT1A3,UGT1A3
RRAGD,RRAGD
ZNHIT3,ZNHIT3
ZHX1,ZHX1
GH1,GH1
PELO,PELO
RGR,RGR
SCML1,SCML1
JDP2,JDP2
CHRM4,CHRM4
PER1,PER1
CDC45,CDC45
SLC6A9,SLC6A9
AMPD1,AMPD1
LIF,LIF
SEMA3G,SEMA3G
SLC6A12,SLC6A12
CDX2,CDX2
ZNF544,ZNF544
FAM200B,FAM200B
TMEM45A,TMEM45A
RNF7,RNF7
PML,PML
ENTPD3,ENTPD3
VPS4A,VPS4A
DOK2,DOK2
KLRD1,KLRD1
GINS2,GINS2
RIPOR2,RIPOR2
ARHGEF6,ARHGEF6
MRPL12,MRPL12
GUCY2C,GUCY2C
PSMB7,PSMB7
QRFPR,QRFPR
SBK3,SBK3
MSMO1,MSMO1
NPHS2,NPHS2
GRAP2,GRAP2
HOXA9,HOXA9
NDUFA1,NDUFA1
OXER1,OXER1
GBP3,GBP3
NEDD4L,NEDD4L
TWIST2,TWIST2
OXT,OXT
PJA2,PJA2
CIB4,CIB4
GJE1,GJE1
GNAQ,GNAQ
POPDC2,POPDC2
HTR1F,HTR1F
ADAR,ADAR
ZSCAN9,ZSCAN9
PLEKHH1,PLEKHH1
RP9,RP9
PVR,PVR
METAP1,METAP1
DUSP2,DUSP2
HMGB3,HMGB3
VPS18,VPS18
KCNA10,KCNA10
AREL1,AREL1
UBE2A,UBE2A
MPP3,MPP3
ZNF385C,ZNF385C
UNCX,UNCX
AMPD2,AMPD2
HSD11B1,HSD11B1
HCRT,HCRT
GBP1,GBP1
ROR2,ROR2
PSMD5,PSMD5
RPS3,RPS3
ENOX2,ENOX2
CLCF1,CLCF1
HOXA2,HOXA2
TTK,TTK
ZBTB24,ZBTB24
MGST1,MGST1
POLR3B,POLR3B
ALKBH2,ALKBH2
PRSS36,PRSS36
TRADD,TRADD
ASH1L,ASH1L
ZNF490,ZNF490
CBLB,CBLB
WNT7A,WNT7A
BCAM,BCAM
NT5C2,NT5C2
SMOX,SMOX
SORBS3,SORBS3
MAPK10,MAPK10
CYP2B6,CYP2B6
CYP1B1,CYP1B1
ZNF268,ZNF268
C12orf73,C12orf73
MATK,MATK
KCNU1,KCNU1
CKB,CKB
RPIA,RPIA
FBXO21,FBXO21
SLC46A1,SLC46A1
FLT3,FLT3
BTC,BTC
TXNDC9,TXNDC9
ABTB2,ABTB2
SNHG30,SNHG30
DKK2,DKK2
AATF,AATF
ULK4,ULK4
KLHL9,KLHL9
PHF5A,PHF5A
KAT6A,KAT6A
LDHAL6A,LDHAL6A
FOXP2,FOXP2
PMS2P3,PMS2P3
CA11,CA11
SLC16A10,SLC16A10
L3MBTL1,L3MBTL1
EIF4A1,EIF4A1
GOT1,GOT1
CLCN7,CLCN7
CAMK1G,CAMK1G
RPA3,RPA3
MAP3K14-AS1,MAP3K14-AS1
SLC30A10,SLC30A10
ALOX5AP,ALOX5AP
MX2,MX2
ZNF559,ZNF559
ETFA,ETFA
TKFC,TKFC
IL18RAP,IL18RAP
CERS4,CERS4
RGS14,RGS14
RPL22L1,RPL22L1
FABP5,FABP5
ELK4,ELK4
SIK2,SIK2
APOC2,APOC2
LIFR,LIFR
IGBP1,IGBP1
BMP2K,BMP2K
ABHD4,ABHD4
FBXL20,FBXL20
CHRNA1,CHRNA1
CASC2,CASC2
CCND1,CCND1
FH,FH
ADRA2A,ADRA2A
IQCN,IQCN
KLHDC8B,KLHDC8B
FTSJ3,FTSJ3
DAP,DAP
ZNF585A,ZNF585A
NUDT14,NUDT14
CCNA2,CCNA2
XIRP1,XIRP1
CACHD1,CACHD1
GZMA,GZMA
FUT3,FUT3
HERC5,HERC5
SLC35A1,SLC35A1
HEXIM1,HEXIM1
ZNF586,ZNF586
DIABLO,DIABLO
TH,TH
KCNS1,KCNS1
MYDGF,MYDGF
CCDC144NL-AS1,CCDC144NL-AS1
CD151,CD151
DZIP3,DZIP3
SEC14L3,SEC14L3
MLH1,MLH1
ZSCAN2,ZSCAN2
FST,FST
PDE8A,PDE8A
EFNA1,EFNA1
IFNL3,IFNL3
GEMIN2,GEMIN2
CD200,CD200
LINC00886,LINC00886
CD247,CD247
PTPN7,PTPN7
TFG,TFG
MEOX1,MEOX1
NENF,NENF
CHCHD4,CHCHD4
DHRS3,DHRS3
PPARA,PPARA
KLRG1,KLRG1
CEP162,CEP162
DICER1-AS1,DICER1-AS1
SPATS2L,SPATS2L
ABCC4,ABCC4
MXD4,MXD4
CACNA1G,CACNA1G
RPA4,RPA4
XPNPEP3,XPNPEP3
FBXL13,FBXL13
ZNF440,ZNF440
DCP1A,DCP1A
ASPH,ASPH
KIF5C,KIF5C
TLX2,TLX2
PELP1,PELP1
CSRP2,CSRP2
CDHR3,CDHR3
ZFP28,ZFP28
ZNF8,ZNF8
MCM4,MCM4
HCRTR2,HCRTR2
YTHDF1,YTHDF1
LRMP,LRMP
RNF40,RNF40
CYB5B,CYB5B
NKIRAS1,NKIRAS1
RAD18,RAD18
PDIK1L,PDIK1L
BTNL8,BTNL8
ITGA8,ITGA8
RRAGA,RRAGA
EFCAB10,EFCAB10
BIN1,BIN1
POLRMT,POLRMT
MCM3,MCM3
SALL4,SALL4
PECR,PECR
ZNF267,ZNF267
DGKI,DGKI
PSMD3,PSMD3
SRPK3,SRPK3
RPL7,RPL7
KAT2B,KAT2B
GUCY1A1,GUCY1A1
MGLL,MGLL
NBN,NBN
ARG1,ARG1
SI,SI
TMEM89,TMEM89
TPI1,TPI1
SREBF1,SREBF1
SOCS3,SOCS3
BTNL10,BTNL10
PRKAR2A,PRKAR2A
SLC7A14,SLC7A14
LTC4S,LTC4S
GSC,GSC
RNGTT,RNGTT
SP3,SP3
MFAP3,MFAP3
PRKY,PRKY
TAP1,TAP1
PTPN21,PTPN21
DOK3,DOK3
ADIPOR2,ADIPOR2
DCN,DCN
CASP10,CASP10
H2AC16,H2AC16
TDRD12,TDRD12
EIF3G,EIF3G
MEF2D,MEF2D
POLR2I,POLR2I
S100A9,S100A9
ING1,ING1
XDH,XDH
CEMIP2,CEMIP2
DICER1,DICER1
PARP1,PARP1
SHC4,SHC4
SLC7A3,SLC7A3
STAT5B,STAT5B
TRPM2,TRPM2
ASAP2,ASAP2
ZG16,ZG16
HLA-DOA,HLA-DOA
CD22,CD22
TUBB3,TUBB3
FBXL14,FBXL14
GRAP,GRAP
ZSCAN4,ZSCAN4
GPR87,GPR87
GIMAP5,GIMAP5
SOCS2,SOCS2
FZD4,FZD4
PBRM1,PBRM1
ZNF70,ZNF70
PDAP1,PDAP1
SLC3A1,SLC3A1
PPIA,PPIA
ALDH1B1,ALDH1B1
GALK1,GALK1
SLC7A7,SLC7A7
CD2AP,CD2AP
ZNF623,ZNF623
UGP2,UGP2
PCAT19,PCAT19
STAT1,STAT1
ROCK1,ROCK1
AASS,AASS
ZSCAN31,ZSCAN31
TARBP2,TARBP2
CIAPIN1,CIAPIN1
SCN7A,SCN7A
SAT2,SAT2
SLC6A3,SLC6A3
ZFP3,ZFP3
IFIT2,IFIT2
PLTP,PLTP
LHPP,LHPP
PLPP1,PLPP1
SPATA33,SPATA33
HSPA1B,HSPA1B
TENT4A,TENT4A
ARG2,ARG2
RNF19B,RNF19B
GSTZ1,GSTZ1
THTPA,THTPA
IRAK2,IRAK2
TSBP1,TSBP1
GAB2,GAB2
RUNX1,RUNX1
CALM2,CALM2
PTPN1,PTPN1
MYL6B,MYL6B
ALDH4A1,ALDH4A1
STK32B,STK32B
ENOSF1,ENOSF1
YY1,YY1
ACSL1,ACSL1
RBBP8,RBBP8
ELOA,ELOA
EXT2,EXT2
SLC25A5,SLC25A5
ATP2B1,ATP2B1
VAPA,VAPA
TAF8,TAF8
TRPC5,TRPC5
CDIPT,CDIPT
GPR4,GPR4
TPTE,TPTE
SERPINB5,SERPINB5
NCBP2,NCBP2
OTC,OTC
MAK,MAK
FLCN,FLCN
GLUD1,GLUD1
ZBED1,ZBED1
IDUA,IDUA
KLRC2,KLRC2
SF3B1,SF3B1
LY6G6F,LY6G6F
ARID4B,ARID4B
TNFRSF1B,TNFRSF1B
EGF,EGF
GPT2,GPT2
FGFR2,FGFR2
BRPF1,BRPF1
RCCD1,RCCD1
GZMB,GZMB
TIPARP,TIPARP
KDM8,KDM8
RNASE4,RNASE4
HSP90B1,HSP90B1
DUSP6,DUSP6
ZNF521,ZNF521
BUD31,BUD31
DAGLB,DAGLB
NR2E3,NR2E3
XKR6,XKR6
SHMT1,SHMT1
SRPX,SRPX
SNW1,SNW1
SUPT20H,SUPT20H
CLCA1,CLCA1
PHF2,PHF2
TSPAN32,TSPAN32
MST1R,MST1R
SHARPIN,SHARPIN
CELSR2,CELSR2
BLOC1S6,BLOC1S6
RUNX1T1,RUNX1T1
ZC3H12A,ZC3H12A
C11orf96,C11orf96
CYB5A,CYB5A
SNAPC4,SNAPC4
G0S2,G0S2
SAR1B,SAR1B
ZNF3,ZNF3
APEH,APEH
IGFBP6,IGFBP6
TIGD3,TIGD3
NUP50-DT,NUP50-DT
IKBKB,IKBKB
ZZZ3,ZZZ3
KDM6B,KDM6B
ENPEP,ENPEP
OPRL1,OPRL1
MAPK3,MAPK3
LMAN1,LMAN1
MUC20,MUC20
SLC2A13,SLC2A13
MYBBP1A,MYBBP1A
SCN4B,SCN4B
ORMDL3,ORMDL3
CNKSR1,CNKSR1
RSPRY1,RSPRY1
ZNF134,ZNF134
IGDCC4,IGDCC4
MBD6,MBD6
HES5,HES5
REV3L,REV3L
ORAI1,ORAI1
EXOC1L,EXOC1L
MAMSTR,MAMSTR
CCNT2,CCNT2
RIDA,RIDA
FAM83H-AS1,FAM83H-AS1
SP2-AS1,SP2-AS1
AHCY,AHCY
SERPINA5,SERPINA5
STK25,STK25
LBH,LBH
KCNQ2,KCNQ2
FZD3,FZD3
HBEGF,HBEGF
SNAI1,SNAI1
RPS6,RPS6
PAN2,PAN2
SLC6A2,SLC6A2
TGIF2,TGIF2
CYSLTR2,CYSLTR2
CYP1A1,CYP1A1
PUDP,PUDP
ARAP1,ARAP1
KCNE1,KCNE1
XPO7,XPO7
AURKA,AURKA
ESR2,ESR2
COMT,COMT
TNFSF12,TNFSF12
HMGA2,HMGA2
HASPIN,HASPIN
CSF1,CSF1
UBE2E3,UBE2E3
PRMT2,PRMT2
MFSD10,MFSD10
SNRPA,SNRPA
MPP4,MPP4
ZFHX4,ZFHX4
RNF112,RNF112
RDH14,RDH14
CCL18,CCL18
MAP3K3,MAP3K3
KNDC1,KNDC1
SBK2,SBK2
MRGPRX3,MRGPRX3
APP,APP
GUCY1B1,GUCY1B1
ALG5,ALG5
NADSYN1,NADSYN1
GCAT,GCAT
ZBTB7A,ZBTB7A
CR1,CR1
PSG1,PSG1
FLNB,FLNB
ATP5IF1,ATP5IF1
GNB1,GNB1
MMP23B,MMP23B
TP53BP2,TP53BP2
CA10,CA10
CYLD,CYLD
EIF2B4,EIF2B4
SCN9A,SCN9A
GABARAPL1,GABARAPL1
TUFM,TUFM
PLA2G6,PLA2G6
ALDOC,ALDOC
PDE1A,PDE1A
CEBPD,CEBPD
PDIA4,PDIA4
CORO1A,CORO1A
PTPRH,PTPRH
NFE2L3,NFE2L3
NFKBIL1,NFKBIL1
CACNA2D1,CACNA2D1
PLAT,PLAT
PI4K2A,PI4K2A
CYP11A1,CYP11A1
PLP2,PLP2
RCAN1,RCAN1
PLAGL2,PLAGL2
PHACTR1,PHACTR1
DTX1,DTX1
GP9,GP9
SNRPD1,SNRPD1
TTN-AS1,TTN-AS1
GAS5,GAS5
PI4KAP2,PI4KAP2
TRAF3IP2,TRAF3IP2
SERPINI1,SERPINI1
CD274,CD274
RARRES1,RARRES1
CDKL2,CDKL2
GPR22,GPR22
PLPBP,PLPBP
EIF4B,EIF4B
RPA2,RPA2
PRDM2,PRDM2
SLC26A3,SLC26A3
GCA,GCA
PTGR2,PTGR2
LRP6,LRP6
EBF4,EBF4
CELA1,CELA1
LRRC4C,LRRC4C
A2M,A2M
GAMT,GAMT
SLAMF9,SLAMF9
ORAI3,ORAI3
ZBTB17,ZBTB17
G2E3,G2E3
MMP25,MMP25
QRICH1,QRICH1
ASIC1,ASIC1
DYNLRB1,DYNLRB1
PCAT7,PCAT7
CRK,CRK
HOXA-AS2,HOXA-AS2
SMO,SMO
PIK3C3,PIK3C3
KCNK6,KCNK6
CHD3,CHD3
COPA,COPA
PPAT,PPAT
DHDDS,DHDDS
IL17RA,IL17RA
GOT2,GOT2
GAD2,GAD2
MAFB,MAFB
B4GALNT1,B4GALNT1
ASNS,ASNS
STAC,STAC
TRIM33,TRIM33
NMNAT3,NMNAT3
SIK1,SIK1
GGTLC1,GGTLC1
CYB5R3,CYB5R3
UBR1,UBR1
TNNI3,TNNI3
CDK15,CDK15
KCNJ11,KCNJ11
PI4KA,PI4KA
KYAT1,KYAT1
ATIC,ATIC
FBXL19-AS1,FBXL19-AS1
PSRC1,PSRC1
POPDC3,POPDC3
ATP5F1A,ATP5F1A
ACOD1,ACOD1
ACAA2,ACAA2
PROKR1,PROKR1
SLC25A15,SLC25A15
RDH13,RDH13
LCMT1,LCMT1
HSPA8,HSPA8
CUBN,CUBN
KLHL28,KLHL28
GRK6,GRK6
CAMK1,CAMK1
CYP17A1,CYP17A1
MT-ND1,MT-ND1
PTGER2,PTGER2
LRRC59,LRRC59
PHLDB2,PHLDB2
GLRA2,GLRA2
MCF2L,MCF2L
SHROOM3,SHROOM3
TSSK6,TSSK6
RASD1,RASD1
GM2A,GM2A
ZNF398,ZNF398
GRM4,GRM4
LARP6,LARP6
CLCN1,CLCN1
IDH3B,IDH3B
PDE4D,PDE4D
NKG7,NKG7
INHBE,INHBE
RAC3,RAC3
TPH2,TPH2
TRMT1L,TRMT1L
DCUN1D1,DCUN1D1
EEF1AKMT3,EEF1AKMT3
DHTKD1,DHTKD1
SETD5,SETD5
KLF12,KLF12
SERPINH1,SERPINH1
TNFRSF11A,TNFRSF11A
RNASEH2B,RNASEH2B
KYNU,KYNU
GAD1,GAD1
EBP,EBP
POLR3E,POLR3E
COL4A3,COL4A3
ETV5,ETV5
LILRB3,LILRB3
ERN2,ERN2
AOC1,AOC1
PSPH,PSPH
KLHDC7B,KLHDC7B
TP53,TP53
CCL7,CCL7
FASTKD1,FASTKD1
OSGEP,OSGEP
PGAP1,PGAP1
FOLR2,FOLR2
LDHA,LDHA
PDPN,PDPN
SLC22A18,SLC22A18
ELAVL1,ELAVL1
TCF25,TCF25
IFI44,IFI44
TRAIP,TRAIP
GSTA3,GSTA3
USP9X,USP9X
ELOVL4,ELOVL4
TGDS,TGDS
NEK10,NEK10
FOXO1,FOXO1
CDKL5,CDKL5
PKP1,PKP1
CREB3L4,CREB3L4
U2AF1,U2AF1
CHMP4A,CHMP4A
PLXNA2,PLXNA2
CT45A6,CT45A6
KCNJ5,KCNJ5
MYO5A,MYO5A
AHR,AHR
FJX1,FJX1
TSPOAP1,TSPOAP1
STMN1,STMN1
CYTH1,CYTH1
ZNF548,ZNF548
SQOR,SQOR
BIRC7,BIRC7
SMAD1,SMAD1
MAP3K20,MAP3K20
PDK4,PDK4
VARS1,VARS1
CYP51A1,CYP51A1
CERKL,CERKL
DEFB4A,DEFB4A
PLEKHG6,PLEKHG6
RNASE3,RNASE3
EEF2,EEF2
BRD2,BRD2
COL4A4,COL4A4
METTL14,METTL14
ITPRIP,ITPRIP
ENTPD3-AS1,ENTPD3-AS1
BACH1,BACH1
CRIP2,CRIP2
SERTAD4-AS1,SERTAD4-AS1
CDHR4,CDHR4
ARID1B,ARID1B
ILK,ILK
ZNF658,ZNF658
KCNB1,KCNB1
EDA2R,EDA2R
DPEP3,DPEP3
ZNF404,ZNF404
CLMP,CLMP
OXCT1,OXCT1
SPOCK1,SPOCK1
FGA,FGA
RGS11,RGS11
NFKBIE,NFKBIE
HMGB4,HMGB4
SRPRB,SRPRB
NCAM1,NCAM1
BLVRA,BLVRA
SRD5A2,SRD5A2
SFRP1,SFRP1
LRP5,LRP5
NPRL2,NPRL2
PCSK6,PCSK6
OR5W2,OR5W2
E2F4,E2F4
ZNF418,ZNF418
ZFHX3,ZFHX3
CREBBP,CREBBP
PTGER4,PTGER4
MORF4L2,MORF4L2
TAF6L,TAF6L
RAB11B-AS1,RAB11B-AS1
INO80,INO80
PDK3,PDK3
ENTPD1-AS1,ENTPD1-AS1
ZNF671,ZNF671
LY75,LY75
ZMYND11,ZMYND11
TRIM37,TRIM37
POLE4,POLE4
CAVIN1,CAVIN1
FBXO5,FBXO5
UNC119,UNC119
GTF2B,GTF2B
PUS10,PUS10
UNC13B,UNC13B
TMEM259,TMEM259
CDC20,CDC20
TMIGD1,TMIGD1
RAB31,RAB31
ARFGEF2,ARFGEF2
RALB,RALB
LILRA1,LILRA1
ZNF583,ZNF583
ZNF395,ZNF395
MRPS16,MRPS16
ASL,ASL
SLC18A3,SLC18A3
TNFSF10,TNFSF10
SLC25A6,SLC25A6
TPD52L3,TPD52L3
TUBB2A,TUBB2A
ZNF518A,ZNF518A
PHF20L1,PHF20L1
GLI2,GLI2
SLC25A37,SLC25A37
SMYD3,SMYD3
RIOK2,RIOK2
MELTF,MELTF
MALL,MALL
SIGLEC5,SIGLEC5
ZNF496,ZNF496
PCLO,PCLO
HSP90AA2P,HSP90AA2P
MYF6,MYF6
CSMD1,CSMD1
INCENP,INCENP
ATAD1,ATAD1
PYCR1,PYCR1
NDUFC1,NDUFC1
EIF2A,EIF2A
PIM1,PIM1
FAM102A,FAM102A
LDLR,LDLR
SCCPDH,SCCPDH
TMPRSS3,TMPRSS3
ENTHD1,ENTHD1
CILK1,CILK1
USP22,USP22
ADAM10,ADAM10
JUNB,JUNB
GABRA3,GABRA3
SCP2,SCP2
A1BG-AS1,A1BG-AS1
PARP10,PARP10
ZNF184,ZNF184
GAS7,GAS7
GATM,GATM
SRGN,SRGN
PPBP,PPBP
PCK2,PCK2
TGFBR1,TGFBR1
FANCL,FANCL
CDKN1C,CDKN1C
MT1M,MT1M
ABCB5,ABCB5
CA12,CA12
FBLN5,FBLN5
UNC5C,UNC5C
HIF1A,HIF1A
SLC6A4,SLC6A4
SCN11A,SCN11A
IL17A,IL17A
ACAP1,ACAP1
GABBR2,GABBR2
TAC1,TAC1
RETSAT,RETSAT
FBLN2,FBLN2
PRKAR2B,PRKAR2B
AMY2B,AMY2B
IGHM,IGHM
SNAI2,SNAI2
MYOM2,MYOM2
FAM20B,FAM20B
FAM114A2,FAM114A2
UFM1,UFM1
FADS2,FADS2
LEF1,LEF1
ZNF69,ZNF69
SH2D2A,SH2D2A
MED21,MED21
GART,GART
STK17A,STK17A
STX1A,STX1A
TMED9,TMED9
HTATSF1,HTATSF1
KCTD1,KCTD1
C7,C7
KCNJ6,KCNJ6
